,CFNAI,CPI,M2,ISM,bfly,divy,Spread
2015-02-01,-0.6088399999999999,-0.0013203309742854108,0.06380176838936813,-0.15458937198067635,-1.5918999999999999,0.33417884099999995,-0.020515045077427185
2015-03-01,-0.057426,-9.744606572104075e-05,0.0585968511663173,-0.10380622837370246,-1.5070000000000001,0.30636686,-0.013314037243951304
2015-04-01,-0.007165,-0.0013194174264594682,0.06096095828846537,0.011342155009451904,-1.5673,0.2568182640000001,-0.1287998666872887
2015-05-01,-0.380948,0.00023636870140730792,0.055725150429672965,0.06285714285714272,-1.6158000000000001,0.2693416579999999,-0.06318926355371057
2015-06-01,-0.223065,0.0019095312164094658,0.05605142590817547,0.08108108108108114,-1.8695999999999995,0.2315086649999999,-0.05875041032575723
2015-07-01,0.418504,0.002336861784099309,0.05391137138362034,0.05607476635514019,-1.6892,0.2847595490000001,0.030966232094436608
2015-08-01,-0.41483000000000003,0.002391981807462251,0.056749590035239494,-0.07347670250896043,-1.7713999999999999,0.26283869299999996,0.018749301480843972
2015-09-01,-0.338098,0.0001221170892338197,0.05907833620374703,-0.10535714285714282,-1.5536999999999999,0.2234658490000001,0.021379707772955836
2015-10-01,-0.276303,0.0014783304552918874,0.054237551330273526,-0.10088495575221246,-1.6412000000000002,0.1716409139999998,-0.008202592651375906
2015-11-01,-0.554863,0.00435896245722267,0.059865987116136,-0.0522243713733076,-1.5753000000000004,0.13241435000000001,0.001451384162353353
2015-12-01,-0.359808,0.00662428254575631,0.05843783436764394,-0.0259481037924153,-1.7366000000000001,0.15158557400000006,0.07074619871654275
2016-01-01,0.20000199999999999,0.013271244642507174,0.06265199571435853,0.18897637795275601,-1.1673000000000002,0.18931577300000013,0.14359449454975648
2016-02-01,-0.478853,0.009492594670883925,0.057448904832882786,0.3285714285714285,-1.0253,0.13471549399999994,0.0023649459680723517
2016-03-01,-0.46758900000000003,0.008614224274909432,0.06157203768306463,0.194672131147541,-1.1307,0.120772836,-0.05172835700645728
2016-04-01,-0.170075,0.011310320296753051,0.06635798585772146,-0.07615894039735105,-1.1863000000000001,0.09551789100000008,-0.09060925708351864
2016-05-01,-0.584959,0.010507481833450072,0.06687392401678127,-0.14439324116743457,-1.1218,0.16929506400000005,0.006141783436702131
2016-06-01,0.11763299999999999,0.01044664344255386,0.068747866201464,-0.046312178387650005,-0.8122999999999998,0.22948561499999998,0.020110904444653466
2016-07-01,0.133985,0.008808962709984769,0.07007911891058072,0.005376344086021501,-0.8609999999999998,0.231107976,0.04504144874110583
2016-08-01,-0.41087299999999993,0.010813853832322362,0.0715311597193562,-0.12208258527827653,-0.9269000000000001,0.21200631799999992,0.0974415317759223
2016-09-01,-0.076997,0.014925938713127307,0.07155997963172855,-0.010791366906474864,-0.9242999999999999,0.26830691399999995,0.07484155363311684
2016-10-01,-0.12608699999999998,0.016443702398425408,0.0727887204078459,-0.035650623885918,-1.0485,0.27418466399999986,-0.007174241856445551
2016-11-01,-0.204477,0.01686021107824698,0.07484886209225317,0.12065439672801626,-1.5425000000000004,0.18246140200000005,-0.06786234942618385
2016-12-01,0.575492,0.020835348187892455,0.06876556788406174,0.09636363636363621,-1.7011,0.18426204499999999,-0.09593474444667793
2017-01-01,-0.133285,0.025004940441402113,0.06407937905097216,0.20887245841035118,-1.6231000000000002,0.243293898,-0.08865594054845749
2017-02-01,-0.221185,0.027338305210364178,0.062235707289103326,0.17153284671532854,-1.4805999999999995,0.23450309700000005,-0.09292021737805967
2017-03-01,0.106475,0.02399196766902789,0.06570038339114626,0.026533996683250516,-1.2549000000000006,0.315743784,-0.05873953897335704
2017-04-01,0.539664,0.021873573758410814,0.06062393807815747,-0.12079510703363927,-1.1000000000000003,0.3528446350000001,-0.07678138494737385
2017-05-01,-0.228665,0.018783616744061593,0.06038696537678212,-0.07320872274143309,-0.8307999999999998,0.42354627600000005,-0.05569489595979882
2017-06-01,0.145361,0.016717534049224048,0.05770294592004466,0.02584814216478204,-0.8962000000000003,0.41128574900000003,-0.00990936419202515
2017-07-01,-0.169737,0.01765563189673114,0.05633660910810079,0.0608695652173914,-0.8384,0.463858541,0.03721286355181608
2017-08-01,-0.08357200000000001,0.019513553503295977,0.054099648733592076,0.03865546218487381,-0.7730999999999997,0.536479648,0.07121966992653239
2017-09-01,0.185563,0.022264997863522762,0.05239478504801842,0.014173228346456845,-0.9302000000000001,0.399133348,0.011179097722562537
2017-10-01,0.7943100000000001,0.020257270647231485,0.05100001525576281,0.040983606557376984,-0.9474,0.41302795700000006,-0.02608969236572234
2017-11-01,0.333034,0.021910597490383266,0.044844814534443556,0.03398058252427183,-0.8244,0.36493020200000004,-0.04053501455815145
2017-12-01,0.154055,0.02112681857874854,0.04786046687601675,0.04658385093167694,-0.8989,0.49137761700000004,-0.04785385623021621
2018-01-01,-0.292426,0.020936910328985148,0.043112394531426235,-0.08346456692913384,-1.1335,0.5391142829999999,0.011305587266122963
2018-02-01,0.738958,0.022167477588631135,0.040543985125875315,0.0046948356807512415,-1.0726999999999998,0.554579235,-0.010459311549917638
2018-03-01,0.313723,0.023585737787642058,0.039640095934692976,-0.08160237388724045,-0.9084000000000003,0.6524201529999999,0.0013098675608567145
2018-04-01,0.526157,0.024195762361145734,0.03709719286535407,0.05154639175257736,-1.0461000000000007,0.6876182889999999,-0.047408823420981294
2018-05-01,-0.510043,0.027397709479344945,0.037431021873545633,-0.007788161993769416,-0.8358999999999994,0.640020501,-0.07157379964670141
2018-06-01,0.40876999999999997,0.02847056703606321,0.04008014555847761,0.02584814216478204,-0.8759999999999999,0.775906586,-0.059429628400495704
2018-07-01,0.264092,0.02948974998977061,0.03881229961040966,-0.0065359477124183885,-0.8705000000000003,0.8304688069999999,-0.010195552095678573
2018-08-01,0.557825,0.026832778223949028,0.038987423176141345,0.012558869701726705,-0.6492999999999998,0.789642736,-0.01654371447851355
2018-09-01,0.11676099999999999,0.022693147416178894,0.03685172642327039,-0.03149606299212604,-0.7895000000000003,0.996828818,-0.02436560436452362
2018-10-01,0.06586,0.025171643273976363,0.03532340474946305,-0.046052631578947345,-0.6734999999999998,1.1220132760000001,0.0023499778940841987
2018-11-01,0.364113,0.021946209952614204,0.03558076856198933,-0.041860465116279166,-0.4751999999999996,1.219264861,0.053363364005214686
2018-12-01,0.047621,0.019451313225844258,0.04144280762564989,-0.1658536585365854,-0.0488000000000004,1.7285,0.048589561704611484
